Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,update_date
422.0,Leonard Miller,22.0,MIN,SF,16.0,0.0,5.0,1.1,2.0,0.563,0.1,0.7,0.091,1.1,1.3,0.81,0.578,0.4,0.7,0.636,0.4,1.0,1.4,0.3,0.3,0.0,0.4,0.7,2.8,,2026-01-14
423.0,Duop Reath,29.0,POR,C,29.0,0.0,7.6,1.0,2.2,0.453,0.7,1.6,0.447,0.3,0.6,0.471,0.617,0.1,0.1,0.667,0.2,0.8,1.0,0.3,0.2,0.2,0.2,0.9,2.8,,2026-01-14
424.0,Baylor Scheierman,25.0,BOS,SG,34.0,1.0,11.9,1.0,2.0,0.493,0.7,1.6,0.418,0.3,0.4,0.786,0.659,0.1,0.1,0.8,0.3,1.3,1.6,0.6,0.5,0.1,0.4,1.5,2.8,,2026-01-14
425.0,Xavier Tillman Sr.,27.0,BOS,C,11.0,1.0,9.4,1.3,2.5,0.5,0.3,1.2,0.231,1.0,1.4,0.733,0.554,0.0,0.0,,0.9,1.3,2.2,0.5,0.5,0.2,0.4,0.8,2.8,,2026-01-14
426.0,Rasheer Fleming,21.0,PHO,PF,23.0,0.0,7.2,1.0,3.0,0.348,0.3,1.7,0.2,0.7,1.3,0.552,0.406,0.3,0.4,0.778,0.7,0.6,1.3,0.2,0.3,0.3,0.2,0.8,2.7,,2026-01-14
427.0,Gary Harris,31.0,MIL,SG,30.0,0.0,14.4,1.0,2.0,0.5,0.6,1.2,0.486,0.4,0.8,0.52,0.642,0.2,0.2,1.0,0.3,1.2,1.5,1.0,0.6,0.2,0.4,1.2,2.7,,2026-01-14
428.0,Dwight Powell,34.0,DAL,C,26.0,2.0,12.7,0.8,1.3,0.636,0.0,0.0,,0.8,1.3,0.636,0.636,1.0,1.6,0.643,1.1,2.0,3.1,1.0,0.4,0.3,0.5,2.0,2.7,,2026-01-14
429.0,Jae'Sean Tate,30.0,HOU,SF,22.0,0.0,7.7,1.1,2.3,0.5,0.3,0.8,0.353,0.9,1.5,0.576,0.56,0.1,0.1,1.0,0.7,0.8,1.5,0.6,0.2,0.1,0.2,1.2,2.7,,2026-01-14
430.0,Dalen Terry,23.0,CHI,SG,24.0,0.0,10.3,1.1,2.6,0.419,0.3,1.0,0.28,0.8,1.5,0.514,0.476,0.2,0.4,0.556,0.5,1.1,1.6,1.1,0.6,0.3,0.6,1.1,2.7,,2026-01-14
431.0,Kevon Looney,29.0,NOP,C,16.0,6.0,14.2,1.1,2.8,0.4,0.1,0.6,0.111,1.1,2.3,0.472,0.411,0.3,0.5,0.625,2.3,2.7,5.0,1.6,0.4,0.5,0.5,1.9,2.6,,2026-01-14
432.0,Jordan McLaughlin,29.0,SAS,PG,16.0,0.0,6.2,0.9,1.9,0.484,0.4,1.1,0.412,0.5,0.9,0.571,0.597,0.3,0.3,0.8,0.3,0.4,0.6,0.8,0.5,0.0,0.3,0.4,2.6,,2026-01-14
433.0,Yang Hansen,20.0,POR,C,23.0,1.0,8.6,0.8,2.8,0.292,0.2,1.3,0.161,0.6,1.5,0.412,0.331,0.7,0.7,0.938,0.5,1.3,1.8,0.8,0.0,0.3,0.8,1.3,2.5,,2026-01-14
434.0,Rayan Rupert,21.0,POR,SG,34.0,0.0,11.1,1.0,2.7,0.359,0.3,1.3,0.256,0.6,1.4,0.449,0.418,0.2,0.4,0.583,0.4,1.3,1.6,0.6,0.4,0.1,0.3,1.1,2.5,,2026-01-14
435.0,Hunter Tyson,25.0,DEN,PF,16.0,2.0,6.9,0.8,2.5,0.325,0.4,1.4,0.273,0.4,1.1,0.389,0.4,0.5,0.6,0.889,0.2,1.4,1.6,0.6,0.1,0.1,0.3,0.6,2.5,,2026-01-14
436.0,Elijah Harkless,25.0,UTA,SG,7.0,0.0,9.4,0.6,1.6,0.364,0.3,1.0,0.286,0.3,0.6,0.5,0.455,1.0,1.3,0.778,0.3,0.6,0.9,0.7,0.6,0.0,0.4,1.4,2.4,,2026-01-14
437.0,Chris Boucher,33.0,BOS,PF,8.0,0.0,11.4,0.9,2.8,0.318,0.1,1.5,0.083,0.8,1.3,0.6,0.341,0.4,0.5,0.75,0.3,2.0,2.3,0.4,0.6,0.9,0.1,2.0,2.3,,2026-01-14
438.0,Johnny Juzang,24.0,MIN,SG,16.0,0.0,3.9,0.9,1.9,0.452,0.3,1.2,0.263,0.6,0.8,0.75,0.532,0.2,0.3,0.75,0.3,0.5,0.8,0.4,0.1,0.0,0.2,0.2,2.3,,2026-01-14
439.0,Isaiah Livers,27.0,PHO,PF,20.0,0.0,10.6,0.8,2.0,0.375,0.5,1.5,0.345,0.3,0.6,0.455,0.5,0.3,0.3,0.833,0.6,1.4,2.0,0.7,0.4,0.3,0.5,1.2,2.3,,2026-01-14
440.0,Pete Nance,25.0,MIL,PF,10.0,0.0,4.1,0.9,1.7,0.529,0.5,1.1,0.455,0.4,0.6,0.667,0.676,0.0,0.0,,0.1,0.6,0.7,0.2,0.1,0.0,0.3,0.2,2.3,,2026-01-14
441.0,Luke Travers,24.0,CLE,SG,12.0,0.0,8.6,0.8,3.0,0.25,0.1,1.3,0.063,0.7,1.7,0.4,0.264,0.8,0.8,1.0,0.8,1.3,2.0,0.8,0.6,0.3,0.3,0.5,2.3,,2026-01-14
442.0,Christian Koloko,25.0,2TM,C,13.0,2.0,15.5,1.1,2.7,0.4,0.0,0.1,0.0,1.1,2.6,0.412,0.4,0.1,0.3,0.25,1.5,2.0,3.5,0.8,0.8,1.0,0.5,1.6,2.2,,2026-01-14
442.0,Christian Koloko,25.0,LAL,C,2.0,0.0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,,2026-01-14
442.0,Christian Koloko,25.0,MEM,C,11.0,2.0,17.7,1.3,3.2,0.4,0.0,0.1,0.0,1.3,3.1,0.412,0.4,0.1,0.4,0.25,1.7,2.3,4.0,0.9,0.9,1.2,0.6,1.8,2.6,,2026-01-14
443.0,Myron Gardner,24.0,MIA,SF,13.0,0.0,5.2,0.8,2.0,0.385,0.3,1.1,0.286,0.5,0.9,0.5,0.462,0.3,0.3,1.0,0.8,0.7,1.5,0.4,0.4,0.1,0.1,1.2,2.2,,2026-01-14
444.0,Caleb Houstan,23.0,ATL,SF,9.0,0.0,4.9,0.7,1.6,0.429,0.6,1.2,0.455,0.1,0.3,0.333,0.607,0.3,0.3,1.0,0.4,0.1,0.6,0.2,0.1,0.1,0.4,0.6,2.2,,2026-01-14
445.0,Carter Bryant,20.0,SAS,PF,30.0,0.0,7.4,0.8,2.4,0.319,0.3,1.3,0.256,0.4,1.1,0.394,0.389,0.2,0.3,0.75,0.3,1.2,1.5,0.2,0.1,0.1,0.3,0.7,2.1,,2026-01-14
446.0,Jeff Green,39.0,HOU,PF,14.0,0.0,4.5,0.8,1.6,0.478,0.5,1.1,0.438,0.3,0.5,0.571,0.63,0.0,0.0,,0.1,0.4,0.4,0.1,0.0,0.1,0.1,0.4,2.1,,2026-01-14
447.0,Kam Jones,23.0,IND,SG,9.0,0.0,5.8,1.0,1.9,0.529,0.1,0.7,0.167,0.9,1.2,0.727,0.559,0.0,0.0,,0.1,0.3,0.4,0.7,0.2,0.0,0.1,0.4,2.1,,2026-01-14
448.0,Lindy Waters III,28.0,SAS,SG,23.0,0.0,7.0,0.7,2.1,0.354,0.6,1.8,0.333,0.1,0.3,0.5,0.5,0.0,0.0,1.0,0.1,0.8,0.9,0.4,0.2,0.0,0.0,0.7,2.1,,2026-01-14
449.0,Koby Brea,23.0,PHO,SG,2.0,0.0,4.0,0.5,1.5,0.333,0.0,1.0,0.0,0.5,0.5,1.0,0.333,1.0,1.0,1.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,2.0,,2026-01-14
450.0,JD Davison,23.0,HOU,PG,17.0,0.0,6.8,0.7,1.5,0.462,0.3,0.7,0.417,0.4,0.8,0.5,0.558,0.3,0.5,0.556,0.1,0.6,0.8,1.1,0.2,0.2,0.3,0.5,2.0,,2026-01-14
451.0,Hunter Dickinson,25.0,NOP,C,1.0,0.0,5.0,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,,2026-01-14
452.0,Trentyn Flowers,20.0,CHI,SF,2.0,0.0,3.0,1.0,1.5,0.667,0.0,0.5,0.0,1.0,1.0,1.0,0.667,0.0,0.0,,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.5,2.0,,2026-01-14
453.0,Ron Harper Jr.,25.0,BOS,SF,4.0,0.0,5.0,0.8,2.5,0.3,0.5,2.0,0.25,0.3,0.5,0.5,0.4,0.0,0.0,,0.3,0.5,0.8,1.0,0.3,0.5,0.0,0.5,2.0,,2026-01-14
454.0,Colby Jones,23.0,DET,SG,1.0,0.0,7.0,1.0,3.0,0.333,0.0,2.0,0.0,1.0,1.0,1.0,0.333,0.0,0.0,,0.0,4.0,4.0,2.0,0.0,0.0,0.0,1.0,2.0,,2026-01-14
455.0,Wendell Moore Jr.,24.0,DET,SG,3.0,0.0,14.3,1.0,2.0,0.5,0.0,0.3,0.0,1.0,1.7,0.6,0.5,0.0,0.0,,0.3,1.0,1.3,1.0,0.7,0.3,0.3,0.3,2.0,,2026-01-14
456.0,Daeqwon Plowden,27.0,SAC,SG,1.0,0.0,14.0,1.0,5.0,0.2,0.0,3.0,0.0,1.0,2.0,0.5,0.2,0.0,0.0,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,,2026-01-14
457.0,Oscar Tshiebwe,26.0,UTA,C,1.0,0.0,15.0,1.0,4.0,0.25,0.0,0.0,,1.0,4.0,0.25,0.25,0.0,1.0,0.0,2.0,4.0,6.0,1.0,1.0,0.0,0.0,2.0,2.0,,2026-01-14
458.0,Jahmir Young,25.0,MIA,PG,5.0,0.0,4.8,0.8,2.2,0.364,0.4,1.0,0.4,0.4,1.2,0.333,0.455,0.0,0.0,,0.0,0.4,0.4,0.8,0.2,0.0,0.4,0.6,2.0,,2026-01-14
459.0,Mason Plumlee,35.0,CHO,C,14.0,2.0,8.9,0.6,0.9,0.75,0.0,0.0,,0.6,0.9,0.75,0.75,0.6,0.9,0.667,0.7,2.1,2.9,1.1,0.4,0.0,0.6,0.7,1.9,,2026-01-14
460.0,Amir Coffey,28.0,MIL,SG,23.0,0.0,7.7,0.6,1.3,0.452,0.2,0.6,0.286,0.4,0.7,0.588,0.516,0.4,0.4,1.0,0.2,0.5,0.7,0.3,0.1,0.1,0.1,0.3,1.8,,2026-01-14
461.0,Mohamed Diawara,20.0,NYK,SF,31.0,4.0,5.1,0.7,1.8,0.4,0.4,1.0,0.4,0.3,0.8,0.4,0.509,0.0,0.1,0.25,0.2,0.7,0.9,0.5,0.3,0.1,0.3,0.5,1.8,,2026-01-14
462.0,E.J. Liddell,25.0,BRK,PF,8.0,0.0,4.4,0.6,1.5,0.417,0.3,1.0,0.25,0.4,0.5,0.75,0.5,0.3,0.4,0.667,0.4,0.8,1.1,0.0,0.0,0.0,0.0,0.5,1.8,,2026-01-14
463.0,Caleb Martin,30.0,DAL,SF,33.0,0.0,10.1,0.7,1.8,0.361,0.1,0.5,0.133,0.6,1.4,0.435,0.377,0.4,0.6,0.632,0.5,1.1,1.6,1.1,0.4,0.1,0.5,1.3,1.8,,2026-01-14
464.0,Cody Martin,30.0,IND,SF,4.0,0.0,13.8,0.5,2.5,0.2,0.0,1.3,0.0,0.5,1.3,0.4,0.2,0.8,1.5,0.5,0.3,3.3,3.5,0.5,1.0,0.5,1.0,1.3,1.8,,2026-01-14
465.0,Orlando Robinson,25.0,ORL,C,4.0,1.0,6.3,0.8,1.3,0.6,0.3,0.5,0.5,0.5,0.8,0.667,0.7,0.0,0.0,,0.5,0.5,1.0,0.8,0.3,0.0,0.0,0.8,1.8,,2026-01-14
466.0,Chris Youngblood,23.0,OKC,SG,26.0,0.0,5.3,0.5,1.7,0.318,0.5,1.5,0.308,0.1,0.2,0.4,0.455,0.3,0.3,1.0,0.2,0.6,0.8,0.3,0.1,0.0,0.0,0.7,1.8,,2026-01-14
467.0,Thanasis Antetokounmpo,33.0,MIL,SF,12.0,0.0,3.0,0.6,1.0,0.583,0.0,0.0,,0.6,1.0,0.583,0.583,0.5,0.8,0.667,0.3,0.3,0.5,0.0,0.4,0.3,0.2,0.6,1.7,,2026-01-14
468.0,Javonte Cooke,26.0,POR,SG,6.0,0.0,7.3,0.7,2.8,0.235,0.3,1.3,0.25,0.3,1.5,0.222,0.294,0.0,0.0,,0.2,0.8,1.0,1.2,0.3,0.0,0.8,0.2,1.7,,2026-01-14
469.0,Anthony Gill,33.0,WAS,PF,17.0,0.0,4.1,0.6,0.9,0.688,0.2,0.3,0.6,0.5,0.6,0.727,0.781,0.2,0.2,1.0,0.3,0.6,0.9,0.0,0.1,0.1,0.3,0.2,1.7,,2026-01-14
470.0,Harrison Ingram,23.0,SAS,SF,3.0,0.0,3.7,0.7,1.0,0.667,0.3,0.3,1.0,0.3,0.7,0.5,0.833,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,1.7,,2026-01-14
471.0,Bronny James,21.0,LAL,SG,21.0,1.0,7.3,0.6,1.8,0.342,0.3,1.0,0.35,0.3,0.9,0.333,0.434,0.1,0.1,1.0,0.2,0.3,0.5,1.2,0.4,0.0,0.6,0.6,1.7,,2026-01-14
472.0,AJ Johnson,21.0,WAS,SG,21.0,0.0,7.0,0.7,2.6,0.259,0.2,0.7,0.267,0.5,1.9,0.256,0.296,0.1,0.2,0.75,0.3,0.8,1.1,0.7,0.2,0.0,0.5,0.4,1.7,,2026-01-14
473.0,Ariel Hukporti,23.0,NYK,C,25.0,4.0,9.5,0.6,1.2,0.5,0.0,0.0,0.0,0.6,1.2,0.517,0.5,0.4,0.6,0.688,1.2,1.6,2.8,0.7,0.2,0.6,0.6,1.4,1.6,,2026-01-14
474.0,Maxi Kleber,34.0,LAL,PF,19.0,0.0,11.1,0.5,1.7,0.281,0.2,0.8,0.2,0.3,0.9,0.353,0.328,0.5,0.6,0.75,0.5,1.2,1.7,0.7,0.3,0.3,0.4,1.5,1.6,,2026-01-14
475.0,Taelon Peter,23.0,IND,SG,21.0,0.0,5.8,0.5,1.6,0.294,0.4,1.5,0.281,0.0,0.1,0.5,0.426,0.2,0.3,0.667,0.3,0.6,0.9,0.7,0.1,0.1,0.4,0.3,1.6,,2026-01-14
476.0,Jacob Toppin,25.0,ATL,SF,5.0,0.0,3.4,0.8,1.2,0.667,0.0,0.0,,0.8,1.2,0.667,0.667,0.0,0.0,,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.2,1.6,,2026-01-14
477.0,Tyson Etienne,26.0,BRK,PG,8.0,0.0,4.3,0.5,1.9,0.267,0.5,1.6,0.308,0.0,0.3,0.0,0.4,0.0,0.0,,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.6,1.5,,2026-01-14
478.0,Andre Jackson Jr.,24.0,MIL,SG,16.0,0.0,6.6,0.5,1.6,0.308,0.2,0.9,0.2,0.3,0.7,0.455,0.365,0.3,0.4,0.833,0.3,0.5,0.8,1.1,0.3,0.1,0.4,0.9,1.5,,2026-01-14
479.0,Brooks Barnhizer,23.0,OKC,SG,21.0,0.0,7.6,0.6,1.3,0.444,0.0,0.3,0.167,0.5,1.0,0.524,0.463,0.2,0.3,0.667,0.3,1.5,1.8,0.4,0.1,0.1,0.1,0.6,1.4,,2026-01-14
480.0,Johni Broome,23.0,PHI,C,7.0,0.0,5.7,0.6,2.9,0.2,0.0,0.4,0.0,0.6,2.4,0.235,0.2,0.3,0.6,0.5,0.9,1.0,1.9,0.6,0.3,0.0,0.3,0.7,1.4,,2026-01-14
481.0,Nigel Hayes-Davis,31.0,PHO,SF,23.0,0.0,7.8,0.7,1.9,0.349,0.1,0.7,0.133,0.6,1.2,0.464,0.372,0.0,0.1,0.5,0.5,0.8,1.3,0.3,0.3,0.0,0.3,0.7,1.4,,2026-01-14
482.0,Jonathan Mogbo,24.0,TOR,PF,15.0,0.0,5.5,0.7,1.1,0.625,0.0,0.0,,0.7,1.1,0.625,0.625,0.1,0.1,1.0,0.4,0.9,1.3,0.6,0.1,0.2,0.1,0.3,1.4,,2026-01-14
483.0,Isaac Jones,25.0,2TM,PF,4.0,1.0,4.5,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.3,0.5,0.5,0.5,0.0,0.5,0.3,0.0,0.0,0.0,1.0,1.3,,2026-01-14
483.0,Isaac Jones,25.0,SAC,PF,3.0,1.0,5.7,0.3,0.7,0.5,0.0,0.3,0.0,0.3,0.3,1.0,0.5,0.3,0.7,0.5,0.7,0.0,0.7,0.3,0.0,0.0,0.0,1.3,1.0,,2026-01-14
483.0,Isaac Jones,25.0,DET,PF,1.0,0.0,1.0,1.0,2.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,2026-01-14
484.0,Khaman Maluach,19.0,PHO,C,18.0,0.0,4.7,0.4,1.1,0.4,0.0,0.3,0.0,0.4,0.8,0.533,0.4,0.4,0.4,0.875,0.3,0.7,1.0,0.2,0.1,0.4,0.5,0.8,1.3,,2026-01-14
485.0,Adou Thiero,21.0,LAL,SF,15.0,0.0,5.8,0.5,1.2,0.389,0.0,0.1,0.0,0.5,1.1,0.412,0.389,0.4,0.5,0.75,0.5,0.7,1.2,0.3,0.3,0.1,0.3,1.0,1.3,,2026-01-14
486.0,Trey Jemison,26.0,NYK,C,6.0,0.0,6.3,0.5,0.5,1.0,0.0,0.0,,0.5,0.5,1.0,1.0,0.2,0.2,1.0,0.8,0.8,1.7,0.2,0.0,0.3,0.5,1.0,1.2,,2026-01-14
487.0,Kyle Lowry,39.0,PHI,PG,6.0,0.0,7.5,0.3,1.3,0.25,0.3,1.3,0.25,0.0,0.0,,0.375,0.0,0.0,,0.0,0.5,0.5,1.2,0.2,0.0,0.3,0.5,1.0,,2026-01-14
488.0,Hunter Sallis,22.0,PHI,SG,7.0,0.0,3.7,0.4,0.7,0.6,0.0,0.0,,0.4,0.7,0.6,0.6,0.1,0.3,0.5,0.0,0.1,0.1,0.6,0.0,0.1,0.7,0.3,1.0,,2026-01-14
489.0,Dario Šarić,31.0,SAC,C,5.0,0.0,8.2,0.2,1.2,0.167,0.2,0.6,0.333,0.0,0.6,0.0,0.25,0.4,0.4,1.0,0.2,1.0,1.2,0.4,0.0,0.0,0.4,0.6,1.0,,2026-01-14
490.0,Jahmai Mashack,23.0,MEM,SG,7.0,0.0,3.6,0.3,1.1,0.25,0.3,0.9,0.333,0.0,0.3,0.0,0.375,0.0,0.0,,0.0,0.7,0.7,0.3,0.1,0.0,0.4,0.1,0.9,,2026-01-14
491.0,Bismack Biyombo,33.0,SAS,C,11.0,1.0,5.9,0.4,0.5,0.667,0.0,0.0,,0.4,0.5,0.667,0.667,0.1,0.2,0.5,0.2,0.5,0.6,0.3,0.3,0.1,0.3,0.9,0.8,,2026-01-14
492.0,N'Faly Dante,24.0,ATL,C,4.0,0.0,3.8,0.3,1.0,0.25,0.0,0.0,,0.3,1.0,0.25,0.25,0.3,0.3,1.0,0.8,1.0,1.8,0.0,0.5,0.0,0.3,0.3,0.8,,2026-01-14
493.0,Curtis Jones,24.0,DEN,SG,5.0,0.0,4.4,0.4,2.0,0.2,0.0,1.2,0.0,0.4,0.8,0.5,0.2,0.0,0.0,,0.2,0.6,0.8,0.2,0.0,0.0,0.2,0.4,0.8,,2026-01-14
494.0,Drew Peterson,26.0,CHO,PF,6.0,0.0,10.7,0.3,2.7,0.125,0.0,2.0,0.0,0.3,0.7,0.5,0.125,0.2,0.3,0.5,0.5,1.0,1.5,0.3,0.5,0.2,0.0,0.5,0.8,,2026-01-14
495.0,Drew Timme,25.0,LAL,PF,5.0,0.0,3.2,0.4,0.8,0.5,0.0,0.4,0.0,0.4,0.4,1.0,0.5,0.0,0.0,,0.2,0.6,0.8,0.6,0.2,0.0,0.2,0.0,0.8,,2026-01-14
496.0,Joe Ingles,38.0,MIN,SF,13.0,0.0,4.2,0.2,0.4,0.4,0.1,0.3,0.25,0.1,0.1,1.0,0.5,0.2,0.2,1.0,0.0,0.4,0.4,0.8,0.5,0.0,0.4,0.5,0.5,,2026-01-14
497.0,Lachlan Olbrich,22.0,CHI,C,8.0,0.0,8.3,0.3,1.1,0.222,0.0,0.5,0.0,0.3,0.6,0.4,0.222,0.0,0.3,0.0,0.8,1.6,2.4,0.9,0.0,0.0,0.5,1.9,0.5,,2026-01-14
498.0,Amari Williams,24.0,BOS,PF,6.0,0.0,5.2,0.2,0.3,0.5,0.0,0.0,,0.2,0.3,0.5,0.5,0.2,0.3,0.5,0.3,0.8,1.2,0.2,0.2,0.3,0.0,0.7,0.5,,2026-01-14
499.0,Pacome Dadiet,20.0,NYK,SG,14.0,0.0,3.1,0.1,0.6,0.125,0.0,0.4,0.0,0.1,0.2,0.333,0.125,0.3,0.3,1.0,0.1,0.7,0.8,0.4,0.1,0.0,0.0,0.2,0.4,,2026-01-14
500.0,Garrett Temple,39.0,TOR,SG,10.0,0.0,2.9,0.1,0.6,0.167,0.1,0.4,0.25,0.0,0.2,0.0,0.25,0.1,0.2,0.5,0.0,0.4,0.4,0.3,0.3,0.1,0.3,0.2,0.4,,2026-01-14
501.0,Jahmyl Telfort,24.0,LAC,PF,8.0,0.0,4.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.1,0.5,0.25,0.0,0.4,0.4,0.1,0.1,0.0,0.1,0.6,0.1,,2026-01-14
502.0,Mo Bamba,27.0,TOR,C,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,0.5,0.0,1.0,0.0,,2026-01-14
503.0,Sharife Cooper,24.0,WAS,PG,4.0,0.0,2.5,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,,2026-01-14
504.0,Isaiah Crawford,24.0,HOU,SF,2.0,0.0,2.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-01-14
505.0,Noa Essengue,19.0,CHI,PF,2.0,0.0,3.0,0.0,1.5,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,,2026-01-14
506.0,Tosan Evbuomwan,24.0,NYK,SF,5.0,0.0,1.6,0.0,0.2,0.0,0.0,0.0,,0.0,0.2,0.0,0.0,0.0,0.0,,0.2,0.2,0.4,0.0,0.0,0.0,0.0,0.2,0.0,,2026-01-14
507.0,Vladislav Goldin,24.0,MIA,C,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,2026-01-14
508.0,Chucky Hepburn,22.0,TOR,PG,2.0,0.0,6.5,0.0,3.0,0.0,0.0,2.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.5,0.5,1.0,0.5,0.0,0.5,1.0,0.0,,2026-01-14
509.0,Chris Mañon,24.0,LAL,SG,4.0,0.0,3.5,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.0,0.0,,0.3,0.5,0.8,0.0,0.3,0.5,0.0,0.8,0.0,,2026-01-14
,League Average,,,,,,,,,0.469,,,0.359,,,0.548,0.544,,,0.787,,,,,,,,,,,2026-01-14
